longitud;latitud
-74,0489669009999;4,70936271100
-74,1681375229999;4,62796845100
-74,2095245669999;4,61151019900
-74,1714740169999;4,62658752500
-74,0294272989999;4,76582537600
-74,1156440298024;4,57386227675
-74,1198245493483;4,71764450629
-74,1169681279999;4,51148806000
-74,1068246319999;4,70101673100
-74,1279691290000;4,58801510300
-74,0902044179999;4,57788189000
-74,1340294049999;4,64965165500
-74,2129234369999;4,62388416000
-74,1759135399999;4,64631361800
#¡VALOR!;4,74647123400
-74,1201815979999;4,66743624200
-74,0820768859999;4,58024396500
-74,1105274239999;4,74485589400
-74,1133698869999;4,67827209000
-74,1179519439999;4,56204319000
-74,1874619289999;4,64180584900
-74,0905011429999;4,53761691100
-74,0307609879999;4,75645210200
-74,0629728929999;4,64406973400
-74,1773033639999;4,62904388000
-74,0597478719999;4,66903876900
-74,1305585869999;4,60361882400
-74,1308689499999;4,70089927100
-74,0421623369999;4,72483780600
-74,0781298239999;4,66369205400
-74,0958337039999;4,54850653000
-74,1253719519999;4,66692874900
-74,0806291970000;4,61739593500
-74,1004132279999;4,56071650900
-74,1795567159999;4,59858088700
-74,1141259849999;4,61654167000
-74,1095785239999;4,59880478000
-74,1131548089999;4,59121233300
-74,0838049919999;4,59544507700
-74,1584536539999;4,57726438800
-74,1589331849999;4,55274329500
-74,1143585489999;4,59116187200
-74,1974933379999;4,62304838300
-74,1656972639999;4,60834083700
-74,0995541289999;4,49086067800
-74,0851290339999;4,64656032400
-74,1953705500000;4,61006147200
-74,0608562829999;4,71296106400
-74,1170006519999;4,58935488500
-74,0351014809999;4,74231886200
-74,1049460089999;4,59135130400
-74,1899473069999;4,63005221300
-74,0688538759999;#¡VALOR!
74,0886944829999;4,58604050300
#¡VALOR!;#¡VALOR!
#¡VALOR!;4,71718430300
-74,0918761599999;4,59893163300
-74,1609567657604;4,63389471884
-74,0308661189999;4,75687380100
-74,1570719539999;4,67012216200
-74,1022286349999;4,55951776300
-74,0818777599999;4,68560019900
-74,0646624539999;4,64838063900
-74,1557811429999;4,64485448200
-74,1051035719999;4,57425278600
-74,1140591529999;4,54672591000
-74,1728151940000;4,59304691400
-74,0347176219999;4,71869446900
-74,1101301829999;4,73478775000
-74,1057387870000;4,54227097700
-74,0660760449999;4,65499361300
-74,1019017869999;4,74894240500
-74,2120507243941;4,61005419217
-74,0998988499999;4,75372709000
-74,0476979019999;4,69753868900
-74,0510116119999;4,67298488700
-74,0801221244808;4,57834065681
-74,1203429809999;4,70951128600
-74,2022778999999;4,63156424200
-74,0510410249999;4,72925999300
-74,0599864239999;4,71861345900
-74,0788691259999;4,67450215600
-74,0874145419999;4,56291571000
-74,0439072529999;4,70221000500
-74,1033481169999;4,66829824500
-74,0382420569999;4,72145521400
-74,1465951380000;4,59801518800
-74,0974457889999;4,72293299900
-74,0893764329999;4,58246937300
-74,1414400749999;4,60164328500
-74,1081603479999;4,54859640300
-74,0994477879999;4,60573036700
-74,1391856759999;4,60917511000
-74,0926655329999;4,63555263600
-74,2140997569999;4,62864597900
-74,1843466439999;4,62330304300
74,0991212679999;4,57363394100
-74,1062800000000;4,70242830000
-74,1036246579999;4,71465504100
-74,1495000000000;4,55512050000
-74,0354204559999;4,70126961600
-74,1394656009999;4,58286891600
-74,1176022489999;4,70595684400
-74,1819197519999;4,61655366400
-74,0875720550000;4,58226716900
-74,1732847909999;4,62708191400
-74,1546607569999;4,63880683900
-74,0635700349999;4,72018120300
-74,1055222169999;4,70728114600
-74,1036661929999;4,49062567800
-74,1476922209999;4,55532335000
-74,1930187829999;4,62528869400
-74,0290008449999;4,76356832900
-74,0777640329999;4,62606284300
-74,0774354089999;4,58984508500
-74,0873466219999;4,60102642100
-74,1350316169999;4,66563690500
-74,0615720139999;4,64190677200
-74,0353037939999;4,73195443000
-74,1685450779999;4,57282006100
-74,1773498599999;4,64219793400
-74,0848712939999;4,67225815400
-74,1314301909999;4,72262661600
-74,0333256609999;4,76999455300
-74,1712919719999;4,62445880100
-74,1185165119999;4,74790918200
-74,0437992599999;4,74082141600
-74,0641033809999;4,63237281100
-74,1811904349999;4,62920841400
-74,1887638279999;4,63841590500
-74,0958575629999;4,69681942900
-74,0988882219999;4,60485615300
-74,0370638529999;4,76249138400
74,0854275759999;4,50111631500
-74,1907087500000;4,61498072700
-74,1624128223272;4,56711324261
-74,0691442849999;4,64570568200
-74,0752131099999;4,66654951100
-74,1266170629999;4,59458836500
-74,2075409039999;4,62612759800
-74,1521070669999;4,57164735900
-74,1735361799999;4,65138001500
-74,1000499979999;4,74211872800
-74,1229220909999;4,56755595500
-74,1087996379999;4,54849108000
-74,0352329209999;4,69907121300
-74,0853956319999;4,64852731200
-74,1166442741599;4,54440982604
-74,0864102049999;4,72549675500
-74,1437129649999;4,53441010200
-74,1111369629999;4,68965856900
-74,0582764970000;4,64591036300
-74,0430484699999;4,74643434800
-74,1567837910000;4,68807428500
-74,1516954489999;4,54069027600
-74,1113756969999;4,55080551800
-74,1105956179999;4,59045187100
-74,1018369909999;4,69206406900
-74,1572156747571;4,57576449806
-74,0838798679999;4,64616351800
-74,0981662639999;4,63650685400
-74,1457805749999;4,66841579200
-74,1025022349999;4,75390583700
-74,0933130359999;4,56548094800
-74,1037633179999;4,57083677300
-74,1529368999999;4,57275649500
-74,0730112979999;4,62703875000
-74,0868265359999;4,56797569900
-74,2041566409999;#¡VALOR!
-74,1563566070022;4,61880810012
-74,1836371119999;4,60372631500
-74,1617829999999;4,65478771600
-74,0731317830000;4,66167747400
-74,0974879779999;4,63308359800
-74,0993837809999;4,62715901200
-74,1079736774381;4,70900820541
-74,1000934399999;4,50492273600
-74,0597893509999;4,74970021900
-74,1607943046367;4,64796657121
-74,1270701809999;4,59831855100
-74,0978813349999;4,55453734000
-74,1499498559999;4,57628539500
-74,0943972829999;4,56099431300
-74,1230876389999;4,55664713100
-74,0568729299999;4,74103278800
-74,0704395139999;4,58983101600
-74,0736547710000;4,66940378100
-74,1245826489999;4,69714615200
-74,1485791699999;4,62186737300
-74,1530363329999;4,57793395600
-74,1035235979999;4,75986830200
-74,0559981159999;4,74597089200
-74,1149857889717;4,74826712915
-74,1186766439999;4,74541890700
-74,0671408799999;4,73891330800
-74,1883598009999;4,62994112300
-74,1683399649999;4,57004714300
#¡VALOR!;#¡VALOR!
-74,1481533399207;4,63918430232
-74,0356281979999;4,71510156200
-74,1476151009999;4,63536296800
-74,0478123126470;4,58711539705
-74,0770460689999;4,62105559400
-74,0883510840000;#¡VALOR!
-74,0998541149999;4,58312836500
-74,0940265730000;4,74054462100
-74,1458286699999;4,62608188300
-74,1089895599999;4,69157062800
-74,1132233139999;4,60084136800
-74,0855895999999;4,72210255600
-74,1659547779999;4,60455257700
-74,1415961749999;4,66729276400
-74,1645777519999;4,62549269400
-74,1464368050000;4,62206031100
-74,1749988409999;4,58954837600
-74,1156949449999;4,48900818800
-74,1966651947143;4,62435693583
-74,0616347899999;4,68219352400
-74,0997865048965;4,59433556179
-74,1080966729999;4,67798814600
-74,1065200069999;4,67189952600
-74,1581677780226;4,65376813423
-74,1894651779999;4,63877211200
-74,2088535439999;4,61178937600
-74,0253391249999;4,69676469500
-74,1527325659999;4,67637848000
-74,1163211649999;4,58637933600
-74,1253185599999;4,74400363200
-74,0696848869999;4,70880880800
#¡VALOR!;4,64301819700
-74,0528504629999;4,72503627000
-74,0259912749999;4,73502639700
-74,0650937759999;4,72438970600
-74,1398286269999;4,64090148100
-74,0177183783944;4,73254540606
-74,0944619719999;4,69043467900
-74,1683443039999;4,60904160000
-74,1294706349999;4,64339002600
-74,1286518029999;4,56250718800
-74,0818843393814;4,55431568310
-74,1481965319999;4,60067371700
-74,0898473232051;4,56056437272
#¡VALOR!;4,56228222900
-74,1994867319999;4,62093674200
-74,1102356039999;4,66878711000
-74,1343031377763;4,58009633123
-74,1160945949999;4,53883719400
-74,1718413829999;4,61777383500
-74,1275361799999;4,60439003100
-74,0694962609999;4,70698958600
-74,2121864129999;4,62922302600
-74,1472453209999;4,61573646900
-74,1395841240000;4,54773700200
-74,0971361919999;4,71649019800
-74,1491242749999;4,66831143300
-74,0777427049999;4,69179323400
-74,1338665249999;4,58108499700
-74,0994888949999;4,73139685300
-74,1126757829999;4,51056654500
-74,2054717183065;4,62281434020
-74,0802603509999;4,61485717000
-74,1169112239999;4,72353633300
-74,1602653279999;4,54429408500
-74,1792764049999;4,58240405300
-74,1422825409999;4,71054932400
-74,1240369449999;4,46800072500
-74,0938703771275;4,79022394224
-74,1269644815440;4,56278168228
-74,0787877969999;4,60350085600
-74,1496781679999;4,62731199700
-74,1013123119999;4,49219998000
-74,0803610999999;4,58696686500
-74,1375887009999;4,56091943300
-74,0373161499999;4,76141634300
-74,2034247826941;4,61856824622
-74,0868234989999;4,53642468400
-74,0531712469999;4,72816248500
-74,1339300809999;4,56438782600
-74,1489124539999;4,63621844100
-74,1662068000000;4,52822010000
-74,1278748619999;4,47187245200
-74,0285584909999;4,75876935500
-74,1127929019999;4,61215374700
-74,1224239819999;4,70726321200
-74,1124543139999;4,60487240700
-74,0763746049999;4,58782030700
-74,0815719369999;4,58982347700
-74,0887720769999;4,67962970300
-74,0757490049999;4,64222005300
-74,0744547909999;4,67675021100
-74,0653495009999;4,74702027700
74,0906832249999;4,72703180600
-74,0619973109999;4,74605436700
-74,0809502339999;4,67693728900
-74,1531137209999;4,58897688800
-74,2059684889999;4,60563744300
-74,1715895379999;4,56876093700
-74,1516379029999;4,68318486400
-74,1535200650000;4,54417758900
-74,0687443469999;4,70516820400
-74,1068530549999;4,69744799900
-74,1184694659999;4,69936578200
-74,0820771929999;4,54118368400
-74,0681381529999;4,65755743900
-74,1426349789999;4,56685472100
-74,0517839819999;4,72194567000
-74,0908170039999;4,56215365100
-74,1641498249999;4,68180276400
-74,1240576709999;4,47490813000
-74,1366209399999;4,67956565700
-74,0733006149999;4,59829930800
-74,1607847809999;4,59100164400
-74,0753895919999;4,57891444700
-74,1783627740000;4,59065670200
-74,1352082629999;4,68044807400
-74,0704247739999;4,60033448000
-74,0909825139999;4,73029434000
-74,1871967529999;4,62457959000
-74,1102592419999;4,65258456900
-74,1161696499999;4,57247090700
-74,2121864129999;4,62922302600
-74,1638685019999;4,65254024200
-74,0753281849999;4,60473812300
-74,1026239249999;4,75775612500
-74,1764477319999;4,63452537000
-74,0576425489999;4,74348277300
-74,1565642592661;4,68626811939
-74,1071921409999;4,54979953100
-74,1430216669999;4,55606959300
-74,0236960000000;4,67560500000
-74,0544864859999;4,67890119000
-74,1765286649999;4,64985876900
-74,0790137349999;4,67945082900
-74,1132235524667;4,51385976611
-74,0804096199999;4,67016836400
-74,0726379999999;4,69451888200
-74,0743753229999;4,63045377500
-74,1232214476033;4,61559500674
-74,1037368109999;4,49554258000
-74,0643837069999;4,74704593100
-74,0980946779999;4,73359897100
-74,1289505570000;4,59276008100
-74,0975352699999;4,59784339800
-74,0289834239999;4,74066091700
-74,1242793378605;4,63131015693
-74,1272456489999;4,70618001800
-74,1700328320000;4,57280988000
-74,0749655839999;4,60256464100
-74,1207374889999;4,71656587700
-74,1182803489999;4,71385709700
-74,1483507399999;4,55713560100
-74,0826100000000;4,57270400000
-74,0973096670000;4,61195717700
-74,1537937659999;4,55214901900
-74,1522882489999;4,55158013100
-74,1562436959999;4,56591287200
-74,1598735059999;4,58490774700
-74,1226186017108;4,56721377159
-74,1753354709999;4,62917388800
-74,1135442464881;4,57716857116
-74,0507079519999;4,68595633800
-74,0862511019999;4,75167631100
-74,1121360700000;4,51376771000
-74,1346737099999;4,71382565200
-74,1656130189999;4,59025810400
-74,1067887420000;4,65783821000
-74,0676121039999;4,71380669400
-74,2059753689999;4,61688146200
-74,1919548129999;4,63349751500
-74,1296663169999;4,70994807400
-74,0791602009999;4,65032043600
-74,1035120939999;4,60821046400
-74,1174317934014;4,53415569730
-74,0963080000000;4,48704800000
-74,0666519479999;4,60867509400
-74,0645563989999;4,64395940000
-74,0929974199999;4,55582036300
-74,1824745380000;4,59540153800
-74,0578369939999;4,65367999500
-74,0550177160000;4,74075008900
-74,1088966119999;4,54606473200
-74,1315832945036;4,70618747423
-74,1655344249999;4,59069817200
-74,1636098010000;4,62058879600
-74,0851105259999;4,60411468700
-74,0940471730000;4,61267952000
-74,0626841769999;4,74050632600
-74,1358704759999;4,59827552500
-74,0714874230000;4,58354425200
-74,1090707039999;4,50771166400
-74,0942125043582;4,72925893898
-74,0886152409999;4,60936815300
-74,0932654949999;4,60730288500
-74,0853977119999;4,72323464500
-74,1935643119999;4,63961156700
-74,1670547109999;4,63003450500
-74,1266839579999;4,66292614400
-74,1910122960000;4,63082470900
-74,0298821319999;4,74771501300
-74,0932558349999;4,61286058100
-74,1313864169999;4,61240994200
-74,0627986419999;4,69558082700
-74,0825799759999;4,74959179400
-74,0963005149999;4,69465760400
-74,0524471539999;4,72049337200
-74,0761204450000;4,62339112500
-74,0526143219999;4,75655507000
-74,2014246869999;4,62776171700
-74,0926863029999;4,74908269500
-74,0370036609999;4,74286745800
-74,0694351280000;4,72020547900
-74,1131201149999;4,62019440900
-74,1345591020000;4,58101518500
-74,1254135129270;4,56414805953
#¡VALOR!;4,61375800000
-74,1089378710000;4,64970480800
-74,0631601290000;4,70023303400
-74,1010579299999;4,64209641700
-74,0534976719999;4,66913189500
-74,1590388269999;4,57755865700
-74,0407839810000;4,72122650700
-74,0697584880000;4,64085163600
-74,1324867250000;4,61773799800
-74,1573492480000;4,63878214500
-74,1353164040000;4,55457198100
-74,0698067980000;4,59920983500
-74,1626398640000;4,62558624400
-74,1604021710000;4,55006918600
-74,1659950000000;4,64494600000
-74,1240364590000;4,62433665300
-74,1524100000000;4,68035000000
-74,0792002260000;4,70150696700
-74,0570410000000;4,66643800000
-74,0975295660000;4,61215603000
-74,0950360000000;4,68731300000
-74,1021266240000;4,67786858500
-74,1531877290000;4,62611952000
-74,0790254860000;4,60638185300
-74,1314388530000;4,56088469400
-74,0869280000000;4,59722400000
-74,0936680000000;4,61230900000
-74,1701230090000;4,57124025000
-74,1192313450000;4,65996072700
-74,0889410000000;4,49769100000
-74,0555430000000;4,73298300000
-74,1561955510000;4,54370706100
-74,0511280000000;4,73120900000
-74,0391960000000;4,74328900000
45,1705600000000;4,51705600000
-74,1158872360000;4,63026928100
-74,1530736410000;4,55258036100
-74,1575661080000;4,63243336300
-74,1286537660000;4,62115187700
-74,1226251910000;4,70383301200
-74,1821610000000;4,59486000000
-74,1669290000000;4,57819000000
-74,0658190000000;4,66438700000
-74,1706630000000;4,58178700000
-74,1005990000000;4,61391200000
-74,1447910000000;4,53828200000
-74,1548010000000;4,66599700000
-74,0706550000000;4,72398200000
-74,1328690000000;4,57701800000
-74,0296940000000;4,72448300000
-74,1575960000000;4,61461400000
-74,0980550000000;4,67359200000
-74,1100090000000;4,57813200000
-74,1161500000000;4,52508300000
-74,1405270000000;4,65494500000
-74,1433270000000;4,56121800000
-74,1774750000000;4,62308800000
-74,1853030000000;4,62040100000
-74,1078450000000;4,68957000000
-74,0564810000000;4,70252800000
-74,1604890000000;4,62352300000
-74,1056040000000;4,58745200000
-74,0578310000000;4,74061500000
-74,0548880000000;4,71662600000
-74,0751290000000;4,63902700000
-74,1234190000000;4,57300600000
-74,0667210000000;4,73976300000
74,0917100000000;4,74031700000
-74,0937250000000;4,56280300000
-74,1030400000000;4,48938600000
-74,1401500000000;4,70884300000
-74,1051590000000;4,57710600000
-74,0653650000000;4,66974000000
-74,1673290000000;4,54838000000
-74,0468163380000;4,67627727700
-74,0915620000000;4,75612500000
-74,1239500000000;4,57119500000
-74,0680550000000;4,65945500000
-74,1097260000000;4,73582000000
-74,0895170000000;4,64346400000
-74,2061750000000;4,61729800000
-74,1956870000000;4,62438200000
-74,0482850000000;4,67704400000
-74,1635090000000;4,61507000000
-74,0359250000000;4,69380600000
-74,0655140000000;4,64644600000
-74,0643010000000;4,68409400000
-74,1376580000000;4,57635400000
-74,0893720000000;4,73261600000
-74,0779710000000;4,69108200000
-74,0686280000000;4,64812500000
-74,1288546210000;4,69866542600
-74,1355570000000;4,64495900000
-74,0374093730000;4,72034389500
-74,1921571310000;4,61075783600
-74,0527272430000;4,70427971100
-74,0632130000000;4,63723800000
-74,1172472360000;4,66831765100
-74,1096380000000;4,57806100000
-74,2043960000000;4,63479700000
-74,1467280000000;4,67244800000
-74,0378731430000;4,75419022800
-74,0742950000000;4,61887900000
-74,1496160000000;4,63746900000
-74,1119454780000;4,62045998000
-74,0936320000000;4,51987000000
-74,1579982120000;4,63388489900
-74,0308530000000;4,71823700000
#¡VALOR!;4,50915900000
-74,0890107990000;4,58828314600
-74,0254980000000;4,73783000000
-74,1569020000000;4,57785500000
-74,1157660000000;4,65751000000
-74,0424280000000;4,68015500000
-74,1658176830000;4,68234468900
-74,0940284590000;4,57315039800
-74,1010400000000;4,68680500000
-74,1521300000000;4,69038900000
-74,0857530000000;4,71935200000
-74,0843792330000;4,60297174400
-74,0897043550000;4,75413383500
-74,1091799800000;4,67711468200
-74,0742699170000;4,66254077200
-74,1208600010000;4,58599591900
-74,1340960000000;4,53757800000
-74,0825590000000;4,59474500000
-74,1365750000000;4,57877800000
-74,1378270000000;4,71392700000
-74,1913786410000;4,61483459900
-74,1264642650000;4,56772743000
-74,1233283750000;4,57001951400
-74,0911534750000;4,51380251500
-74,1067311440000;4,64256210900
-74,1700600000000;4,62238100000
-74,1523179100000;4,54580623300
-74,1168210890000;4,59811361100
-74,1308547280000;4,56534992100
-74,1556428010000;4,62133191700
-74,1076919800000;4,61015608700
-74,1458660000000;4,69017300000
-74,1434630000000;4,61617700000
-74,2056270000000;4,61924900000
-74,1347400000000;4,70306800000
-74,1572300000000;4,68505300000
-74,1220719520000;4,69559042200
-74,0905987240000;4,56853472200
-74,1432321810000;4,60251885300
-74,0672866120000;4,75318156600
-74,1532799930000;4,66605182000
-74,1378120000000;4,61155700000
-74,0712282920000;4,62814600800
-74,1784970000000;4,64885300000
;
;
